date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:54	664640/664640	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:33:53%20GMT	https://www.classcentral.com/	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/index.html	(from )
09:33:55	9463/9463	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fmeta%2Fmeta-default.png?auto=format&ixlib=php-3.3.1&s=abde49e12c23a50309f7d91754b25193	C:/Users/nicol/OneDrive/Desktop/ClassCentral/ccweb.imgix.net/https_/www.classcentral.com/images/meta/meta-default6dba.png	(from https://www.classcentral.com/)
09:33:55	2206/2206	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/apple-touch-icon.png	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/apple-touch-icon.png	(from https://www.classcentral.com/)
09:33:55	975/975	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/favicon-32x32.png	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/favicon-32x32.png	(from https://www.classcentral.com/)
09:33:55	731/731	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/favicon-16x16.png	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/favicon-16x16.png	(from https://www.classcentral.com/)
09:33:56	673/673	---M--	200	added ('OK')	application/octet-stream	etag:%2263f6c9db-2a1%22	https://www.classcentral.com/site.webmanifest	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/site.webmanifest	(from https://www.classcentral.com/)
09:33:56	1960/1960	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263f6ca2c-7a8%22	https://www.classcentral.com/safari-pinned-tab.svg	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/safari-pinned-tab.svg	(from https://www.classcentral.com/)
09:33:56	913/913	---MCZ	200	added ('OK')	text/xml	etag:W/%2263f6ca2c-391%22	https://www.classcentral.com/opensearch.xml	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/opensearch.xml	(from https://www.classcentral.com/)
09:33:56	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:33:57	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
09:33:57	1488/1488	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
09:33:57	5588/5588	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
09:33:57	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
09:33:58	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
09:33:58	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:33:58	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
09:33:58	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/Users/nicol/OneDrive/Desktop/ClassCentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
